"","Rotación","Edad","Viaje de Negocios","Departamento","Distancia_Casa","Educación","Campo_Educación","Satisfacción_Ambiental","Genero","Cargo","Indicador de Satisfación_Laboral","Estado_Civil","Ingreso_Mensual","Numero de Trabajos_Anteriores","Horas_Extra","Porcentaje_aumento_salarial","Rendimiento_Laboral","Numero de Años_Experiencia","Numero de Capacitaciones","Equilibrio_Trabajo_Vida","Numero años en Antigüedad_Cargo","Numero de Años_ultima_promoción","Numero de Años_acargo_con_mismo_jefe"
"884","No",12045,"Raramente","IyD",9,3,"Salud",1,"M","Investigador_Cientifico",4,"Casado",2781,0,"No",13,3,15,5,3,10,4,10
"885","No",14600,"Raramente","Ventas",10,3,"Tecnicos",2,"F","Ejecutivo_Ventas",2,"Divorciado",6852,7,"No",12,3,7,2,4,1,1,3
"886","No",9125,"Raramente","Ventas",10,4,"Ciencias",3,"M","Ejecutivo_Ventas",4,"Soltero",4950,0,"No",14,3,5,4,3,3,1,1
"887","No",10950,"Raramente","IyD",1,3,"Salud",4,"M","Investigador_Cientifico",2,"Casado",3579,0,"Si",21,4,12,2,3,9,5,7
"888","No",15330,"Frecuentemente","IyD",26,5,"Salud",1,"F","Director_Investigación",1,"Casado",13191,3,"Si",17,3,20,6,3,0,0,0
"889","No",12775,"No_Viaja","Ventas",8,2,"Mercadeo",3,"F","Ejecutivo_Ventas",4,"Casado",10377,4,"Si",11,3,16,6,2,2,4,12
"890","No",9855,"Raramente","IyD",14,3,"Ciencias",1,"M","Investigador_Cientifico",1,"Casado",2235,1,"Si",14,3,9,3,2,7,6,8
"891","No",19710,"Frecuentemente","IyD",1,4,"Ciencias",4,"F","Director_Manofactura",3,"Divorciado",10502,7,"No",17,3,33,2,1,4,1,4
"892","No",16060,"Raramente","IyD",2,1,"Ciencias",1,"F","Investigador_Cientifico",4,"Casado",2011,1,"No",13,3,10,5,3,5,7,7
"893","Si",6935,"No_Viaja","IyD",10,3,"Salud",1,"F","Investigador_Cientifico",2,"Soltero",1859,1,"Si",25,4,1,2,4,1,0,0
"894","No",10585,"Raramente","IyD",1,3,"Ciencias",1,"F","Investigador_Cientifico",4,"Divorciado",3760,1,"No",15,3,3,5,3,2,1,2
"895","No",19710,"Raramente","IyD",3,3,"Ciencias",4,"M","Director_Investigación",4,"Casado",17779,3,"No",14,3,36,2,3,9,0,9
"896","No",11315,"Raramente","IyD",11,2,"Salud",3,"M","Representante_Salud",1,"Casado",6833,1,"Si",12,3,6,2,2,5,0,1
"897","No",11315,"Raramente","IyD",24,3,"Salud",3,"F","Representante_Salud",1,"Soltero",6812,1,"No",19,3,10,2,3,9,1,8
"898","No",21535,"Raramente","Ventas",3,3,"Ciencias",3,"F","Ejecutivo_Ventas",4,"Soltero",5171,5,"No",17,3,13,2,3,1,0,5
"899","No",15695,"Raramente","IyD",3,3,"Ciencias",3,"M","Director_Investigación",4,"Casado",19740,3,"No",14,3,25,2,3,7,0,7
"900","No",17885,"Raramente","IyD",4,2,"Salud",1,"M","Gerente",3,"Casado",18711,2,"No",13,3,23,2,4,0,0,0
"901","No",13140,"Frecuentemente","IyD",3,3,"Tecnicos",3,"M","Investigador_Cientifico",2,"Casado",3692,1,"No",12,3,12,2,2,10,0,7
"902","No",17520,"Raramente","IyD",2,2,"Tecnicos",4,"M","Tecnico_Laboratorio",2,"Soltero",2559,5,"No",11,3,7,4,2,0,0,0
"903","No",9855,"Raramente","IyD",4,2,"Ciencias",1,"M","Investigador_Cientifico",3,"Divorciado",2517,1,"No",11,3,5,2,3,3,0,3
"904","No",10585,"Raramente","IyD",7,3,"Ciencias",3,"M","Representante_Salud",4,"Divorciado",6623,1,"Si",11,3,6,2,3,0,1,0
"905","No",17520,"Raramente","IyD",1,3,"Ciencias",4,"M","Director_Investigación",4,"Soltero",18265,6,"No",12,3,25,3,4,0,0,0
"906","No",10585,"Raramente","IyD",1,3,"Ciencias",4,"F","Director_Investigación",4,"Divorciado",16124,3,"No",14,3,9,2,2,7,1,7
"907","No",12410,"Raramente","IyD",20,3,"Tecnicos",3,"F","Investigador_Cientifico",3,"Casado",2585,0,"No",17,3,2,5,2,0,0,0
"908","No",16060,"Raramente","Ventas",5,3,"Mercadeo",2,"M","Gerente",2,"Casado",18213,7,"No",11,3,26,5,3,9,3,10
"909","No",12045,"Raramente","Ventas",10,5,"Mercadeo",4,"M","Ejecutivo_Ventas",3,"Divorciado",8380,0,"Si",14,3,10,3,3,8,0,8
"910","No",6935,"Raramente","IyD",25,3,"Ciencias",2,"F","Investigador_Cientifico",4,"Soltero",2994,1,"Si",12,3,1,2,3,0,0,1
"911","No",8395,"Raramente","IyD",1,2,"Ciencias",4,"M","Investigador_Cientifico",3,"Casado",1223,1,"No",22,4,1,2,3,0,0,1
"912","Si",9125,"Frecuentemente","Ventas",24,1,"Ciencias",3,"M","Representante_Ventas",4,"Soltero",1118,1,"Si",14,3,1,4,3,0,1,0
"913","No",9490,"Raramente","IyD",4,2,"Ciencias",3,"M","Investigador_Cientifico",4,"Soltero",2875,1,"Si",20,4,8,2,2,5,2,2
"914","Si",16425,"Raramente","Ventas",2,3,"Mercadeo",1,"F","Gerente",2,"Soltero",18824,2,"Si",16,3,26,2,3,10,1,11
"915","No",20075,"No_Viaja","IyD",8,1,"Salud",4,"M","Representante_Salud",2,"Divorciado",13577,1,"Si",15,3,34,3,3,9,15,0
"916","Si",7665,"Frecuentemente","IyD",10,2,"Ciencias",1,"F","Tecnico_Laboratorio",3,"Soltero",2625,1,"No",20,4,2,2,1,2,2,2
"917","No",16790,"Raramente","Ventas",4,2,"Mercadeo",4,"F","Gerente",2,"Casado",18789,2,"No",14,3,26,2,3,4,0,8
"918","No",12410,"Raramente","Ventas",2,3,"Mercadeo",3,"F","Ejecutivo_Ventas",1,"Soltero",4538,0,"Si",12,3,4,3,3,2,0,2
"919","No",18615,"Frecuentemente","Ventas",9,3,"Ciencias",4,"M","Gerente",2,"Divorciado",19847,4,"Si",24,4,31,5,2,10,11,10
"920","No",21535,"Raramente","IyD",18,4,"Salud",4,"M","Director_Manofactura",4,"Soltero",10512,6,"No",12,3,25,6,2,7,5,4
"921","No",12410,"Frecuentemente","IyD",19,3,"Salud",3,"F","Tecnico_Laboratorio",2,"Divorciado",4444,4,"No",13,3,15,2,4,8,5,10
"922","No",10220,"Frecuentemente","IyD",1,4,"Salud",4,"M","Tecnico_Laboratorio",3,"Soltero",2154,0,"Si",11,3,5,2,2,2,0,2
"923","No",16060,"Raramente","IyD",4,2,"Ciencias",3,"M","Gerente",1,"Divorciado",19190,1,"No",14,3,26,4,2,9,14,13
"924","No",12410,"Frecuentemente","RH",11,3,"Ciencias",3,"M","Recursos_Humanos",2,"Casado",4490,4,"No",11,3,14,5,4,9,1,8
"925","No",12775,"Raramente","IyD",6,1,"Ciencias",3,"M","Investigador_Cientifico",3,"Casado",3506,0,"Si",14,3,4,3,3,2,2,2
"926","No",15330,"Raramente","IyD",7,4,"Salud",2,"F","Investigador_Cientifico",2,"Casado",2372,6,"Si",16,3,18,2,3,0,0,0
"927","No",15695,"Raramente","Ventas",4,4,"Mercadeo",4,"F","Ejecutivo_Ventas",4,"Soltero",10231,3,"No",14,3,23,3,4,7,15,17
"928","No",13140,"Raramente","IyD",2,4,"Ciencias",3,"F","Director_Manofactura",2,"Soltero",5410,9,"Si",11,3,18,2,3,14,5,12
"929","Si",16060,"Raramente","IyD",15,3,"Salud",1,"F","Representante_Salud",4,"Casado",7978,1,"No",11,3,10,2,3,7,0,5
"930","No",10220,"Frecuentemente","IyD",2,3,"Ciencias",4,"M","Tecnico_Laboratorio",4,"Casado",3867,1,"Si",12,3,2,2,3,2,2,2
"931","No",18615,"Frecuentemente","IyD",6,2,"Salud",2,"F","Tecnico_Laboratorio",3,"Soltero",2838,0,"No",14,3,8,6,2,0,7,7
"932","No",10950,"No_Viaja","IyD",9,2,"Salud",3,"F","Director_Manofactura",3,"Soltero",4695,7,"Si",18,3,10,3,3,4,1,7
"933","Si",10585,"Raramente","IyD",7,3,"Tecnicos",2,"F","Tecnico_Laboratorio",3,"Divorciado",3339,3,"Si",13,3,10,2,3,7,7,7
"934","No",10220,"Raramente","IyD",1,3,"Tecnicos",4,"M","Investigador_Cientifico",1,"Soltero",2080,2,"No",11,3,5,2,2,2,1,2
"935","No",9125,"Raramente","IyD",1,3,"Salud",4,"F","Investigador_Cientifico",2,"Soltero",2096,1,"No",18,3,2,3,2,2,2,1
"936","No",11680,"Raramente","Ventas",8,3,"Salud",3,"M","Ejecutivo_Ventas",4,"Casado",6209,1,"No",15,3,10,4,4,7,0,8
"937","No",16425,"Frecuentemente","IyD",25,3,"Salud",2,"F","Gerente",2,"Soltero",18061,3,"No",22,4,22,4,3,0,0,0
"938","No",14235,"Raramente","IyD",13,4,"Salud",3,"F","Gerente",2,"Divorciado",17123,6,"Si",13,3,21,4,3,9,15,2
"939","No",21170,"Raramente","IyD",23,4,"Ciencias",1,"M","Investigador_Cientifico",3,"Divorciado",2372,1,"No",12,3,2,3,3,2,2,2
"940","Si",11680,"Raramente","IyD",7,2,"Ciencias",4,"M","Tecnico_Laboratorio",3,"Casado",4883,1,"No",18,3,10,3,3,4,1,1
"941","Si",14235,"Raramente","IyD",23,3,"Salud",3,"M","Investigador_Cientifico",1,"Soltero",3904,0,"No",13,3,6,2,3,2,0,3
"942","No",10950,"Raramente","IyD",6,3,"Tecnicos",1,"F","Tecnico_Laboratorio",4,"Casado",4627,0,"No",12,3,10,6,3,2,6,7
"943","No",13140,"Raramente","IyD",10,4,"Tecnicos",4,"F","Representante_Salud",3,"Casado",7094,3,"No",12,3,10,0,3,7,1,7
"944","No",16790,"Raramente","RH",1,2,"Ciencias",4,"F","Recursos_Humanos",1,"Soltero",3423,6,"No",12,3,10,3,4,6,5,7
"945","No",10220,"No_Viaja","IyD",1,3,"Ciencias",3,"F","Tecnico_Laboratorio",4,"Casado",6674,0,"No",11,3,10,6,3,8,7,5
"946","No",18250,"Raramente","IyD",28,3,"Ciencias",4,"F","Director_Investigación",1,"Casado",16880,4,"Si",11,3,25,2,3,2,1,2
"947","Si",14600,"Raramente","Ventas",25,4,"Mercadeo",4,"M","Ejecutivo_Ventas",2,"Soltero",9094,2,"Si",12,3,9,2,3,4,1,0
"948","Si",18980,"Raramente","Ventas",5,3,"Ciencias",2,"M","Ejecutivo_Ventas",2,"Soltero",8446,9,"Si",19,3,10,2,2,7,7,7
"949","No",10950,"Raramente","IyD",17,4,"Salud",2,"F","Gerente",1,"Casado",11916,1,"Si",23,4,9,2,3,1,0,8
"950","No",14235,"Raramente","IyD",18,2,"Ciencias",1,"M","Director_Manofactura",3,"Soltero",4534,0,"No",11,3,9,6,3,7,1,7
"951","No",11315,"No_Viaja","Ventas",2,4,"Ciencias",4,"F","Ejecutivo_Ventas",3,"Divorciado",9852,1,"Si",19,3,10,5,2,8,9,6
"952","No",14965,"No_Viaja","Ventas",10,2,"Salud",3,"M","Ejecutivo_Ventas",2,"Soltero",6151,1,"No",13,3,19,4,3,2,11,9
"953","Si",11315,"Frecuentemente","Ventas",1,3,"Ciencias",4,"F","Representante_Ventas",2,"Soltero",2302,1,"Si",11,3,3,2,4,2,2,2
"954","Si",16060,"Raramente","IyD",3,3,"Ciencias",1,"M","Tecnico_Laboratorio",1,"Casado",2362,4,"No",12,3,10,4,4,2,1,2
"955","No",15330,"No_Viaja","IyD",2,1,"Ciencias",3,"M","Gerente",3,"Casado",17861,0,"Si",13,3,21,3,2,8,2,10
"956","No",20075,"Raramente","IyD",2,2,"Salud",4,"F","Gerente",3,"Casado",19187,4,"No",14,3,23,5,3,9,9,11
"957","No",20440,"Raramente","RH",8,4,"Ciencias",4,"M","Gerente",2,"Soltero",19717,6,"No",14,3,36,4,3,3,7,7
"958","No",14600,"No_Viaja","IyD",16,2,"Ciencias",3,"M","Investigador_Cientifico",3,"Divorciado",3544,9,"No",16,3,6,0,3,2,0,0
"959","No",12410,"Raramente","IyD",9,3,"Ciencias",4,"M","Representante_Salud",4,"Divorciado",8500,0,"No",11,3,10,0,2,7,1,6
"960","No",14600,"Raramente","IyD",2,3,"Ciencias",3,"M","Investigador_Cientifico",4,"Soltero",4661,1,"No",13,3,9,4,3,8,8,8
"961","No",14965,"Frecuentemente","Ventas",1,3,"Mercadeo",3,"F","Ejecutivo_Ventas",1,"Divorciado",4103,0,"No",17,3,10,2,3,3,1,7
"962","No",12775,"Frecuentemente","IyD",4,4,"Ciencias",3,"M","Investigador_Cientifico",3,"Soltero",4249,1,"Si",11,3,9,3,3,6,1,1
"963","No",18615,"Raramente","RH",5,3,"Ciencias",3,"M","Gerente",2,"Divorciado",14026,1,"Si",11,3,33,2,3,9,0,10
"964","No",13870,"Raramente","Ventas",2,2,"Ciencias",2,"F","Ejecutivo_Ventas",1,"Divorciado",6893,3,"No",15,3,11,3,3,7,1,7
"965","No",12410,"Raramente","Ventas",15,2,"Salud",3,"F","Ejecutivo_Ventas",1,"Soltero",6125,1,"No",12,3,10,6,4,8,9,6
"966","No",9125,"Raramente","IyD",19,1,"Salud",4,"M","Tecnico_Laboratorio",4,"Casado",3669,3,"No",11,3,7,6,2,2,1,2
"967","Si",21170,"Raramente","IyD",7,4,"Salud",3,"F","Director_Manofactura",1,"Casado",10008,7,"Si",14,3,31,0,2,9,5,9
"968","No",14600,"Raramente","IyD",1,4,"Ciencias",2,"M","Tecnico_Laboratorio",2,"Casado",2387,3,"No",22,4,7,3,3,2,0,3
"969","No",13140,"Frecuentemente","Ventas",7,3,"Mercadeo",1,"F","Ejecutivo_Ventas",1,"Casado",4639,2,"No",16,3,17,2,2,7,6,13
"970","No",17520,"Raramente","IyD",4,3,"Ciencias",4,"M","Director_Manofactura",4,"Soltero",7898,1,"No",11,3,11,2,3,9,0,8
"971","No",9855,"Raramente","Ventas",11,3,"Salud",3,"F","Representante_Ventas",4,"Casado",2534,8,"No",14,3,5,4,3,0,0,0
"972","No",18615,"Raramente","IyD",11,2,"Tecnicos",4,"F","Director_Manofactura",2,"Soltero",13142,3,"No",16,3,29,1,2,2,0,3
"973","No",6570,"No_Viaja","IyD",1,3,"Ciencias",4,"F","Tecnico_Laboratorio",4,"Soltero",1611,1,"No",15,3,0,5,4,0,0,0
"974","No",12775,"Raramente","IyD",1,3,"Salud",4,"F","Tecnico_Laboratorio",4,"Casado",5363,0,"No",12,3,10,0,3,7,0,0
"975","No",9855,"Frecuentemente","Ventas",2,1,"Ciencias",4,"M","Ejecutivo_Ventas",4,"Soltero",5071,3,"No",20,4,8,3,3,2,0,0
"976","Si",20075,"Raramente","Ventas",13,4,"Mercadeo",1,"M","Ejecutivo_Ventas",3,"Soltero",13695,6,"Si",17,3,24,2,2,7,3,8
"977","No",20440,"Raramente","IyD",23,3,"Ciencias",4,"M","Director_Manofactura",2,"Casado",13402,4,"Si",12,3,33,0,3,16,15,9
"978","No",12410,"No_Viaja","IyD",26,1,"Tecnicos",1,"F","Investigador_Cientifico",3,"Divorciado",2029,1,"No",20,4,5,2,3,4,0,0
"979","No",14600,"Raramente","IyD",2,1,"Salud",2,"F","Representante_Salud",3,"Divorciado",6377,5,"No",20,4,15,0,3,11,11,8
"980","No",12410,"Raramente","IyD",29,3,"Salud",2,"M","Tecnico_Laboratorio",3,"Casado",5429,4,"No",13,3,10,1,3,7,7,7
"981","Si",11315,"Frecuentemente","Ventas",2,3,"Ciencias",3,"F","Representante_Ventas",4,"Soltero",2785,7,"No",14,3,3,3,4,0,0,0
"982","Si",12775,"Frecuentemente","Ventas",18,4,"Mercadeo",4,"F","Ejecutivo_Ventas",3,"Casado",4614,0,"Si",18,3,5,0,2,2,3,2
"983","No",13870,"Frecuentemente","IyD",7,3,"Ciencias",4,"M","Investigador_Cientifico",3,"Divorciado",2610,1,"No",11,3,4,2,3,2,0,3
"984","No",12410,"Raramente","IyD",2,4,"Tecnicos",3,"F","Representante_Salud",4,"Soltero",6687,1,"No",11,3,14,2,4,11,4,11
"985","No",10220,"Raramente","Ventas",26,3,"Ciencias",3,"M","Ejecutivo_Ventas",1,"Casado",4724,1,"No",11,3,5,0,3,3,0,4
"986","Si",11315,"Raramente","IyD",22,4,"Salud",4,"M","Director_Manofactura",3,"Casado",6179,1,"Si",15,3,10,3,2,2,6,7
"987","No",14235,"Raramente","Ventas",21,4,"Ciencias",1,"M","Ejecutivo_Ventas",4,"Casado",6120,3,"Si",12,3,8,2,4,4,1,4
"988","No",18615,"Frecuentemente","Ventas",2,3,"Mercadeo",2,"M","Ejecutivo_Ventas",2,"Casado",10596,2,"No",11,3,14,5,3,2,3,2
"989","No",14965,"Frecuentemente","IyD",22,3,"Ciencias",4,"F","Investigador_Cientifico",4,"Divorciado",5467,3,"Si",14,3,12,4,2,2,3,3
"990","No",13505,"Raramente","IyD",4,1,"Ciencias",3,"M","Investigador_Cientifico",3,"Casado",2996,7,"Si",15,3,8,2,3,4,1,3
"991","No",12045,"Frecuentemente","Ventas",5,1,"Ciencias",2,"M","Ejecutivo_Ventas",4,"Casado",9998,6,"No",13,3,8,2,4,4,1,2
"992","No",11680,"Raramente","Ventas",2,1,"Mercadeo",3,"M","Ejecutivo_Ventas",2,"Casado",4078,0,"Si",13,3,4,3,2,2,1,2
"993","No",14235,"No_Viaja","IyD",25,2,"Ciencias",3,"M","Representante_Salud",3,"Casado",10920,3,"No",21,4,13,2,3,4,0,5
"994","No",9125,"Raramente","Ventas",18,1,"Ciencias",1,"M","Ejecutivo_Ventas",3,"Casado",6232,2,"No",11,3,6,3,2,2,1,2
"995","No",18980,"Frecuentemente","IyD",28,2,"Salud",4,"F","Director_Manofactura",3,"Casado",13247,2,"Si",11,3,24,3,2,3,0,2
"996","No",15695,"Raramente","IyD",6,3,"Salud",1,"F","Investigador_Cientifico",3,"Soltero",4081,1,"Si",14,3,20,3,1,7,1,8
"997","No",9855,"Raramente","Ventas",10,3,"Mercadeo",4,"F","Ejecutivo_Ventas",4,"Casado",5769,1,"Si",11,3,6,3,3,2,4,4
"998","Si",9855,"Raramente","IyD",17,4,"Ciencias",4,"F","Investigador_Cientifico",3,"Soltero",2394,1,"Si",13,3,8,2,3,2,7,7
"999","No",9490,"Raramente","IyD",2,1,"Salud",1,"M","Investigador_Cientifico",4,"Soltero",3904,0,"No",12,3,5,2,3,3,1,1
"1000","No",15330,"Raramente","RH",10,3,"Humanidades",3,"F","Gerente",1,"Casado",16799,0,"No",14,3,21,5,3,7,0,9
"1001","No",18980,"Raramente","IyD",8,4,"Otra",3,"F","Tecnico_Laboratorio",1,"Casado",2950,9,"No",13,3,12,2,1,4,0,4
"1002","No",13505,"Raramente","IyD",11,3,"Salud",1,"F","Tecnico_Laboratorio",3,"Soltero",3629,4,"No",18,3,8,6,3,2,0,2
"1003","No",12775,"Frecuentemente","IyD",18,2,"Ciencias",3,"M","Director_Manofactura",4,"Soltero",9362,2,"No",11,3,10,2,3,2,2,2
"1004","No",9125,"Raramente","IyD",1,3,"Tecnicos",1,"M","Tecnico_Laboratorio",4,"Casado",3229,4,"No",11,3,7,2,2,2,0,2
"1005","No",9490,"Raramente","IyD",7,3,"Otra",3,"M","Tecnico_Laboratorio",1,"Soltero",3578,0,"No",12,3,8,2,3,7,0,7
"1006","No",10585,"Raramente","RH",17,3,"Otra",2,"M","Recursos_Humanos",1,"Soltero",7988,1,"No",13,3,10,3,2,9,0,9
"1007","Si",17885,"Frecuentemente","IyD",28,2,"Ciencias",1,"M","Tecnico_Laboratorio",1,"Soltero",4284,3,"No",20,4,20,2,3,3,1,3
"1008","Si",10585,"Frecuentemente","IyD",14,1,"Otra",3,"F","Representante_Salud",4,"Soltero",7553,0,"Si",12,3,9,1,3,7,7,7
"1009","No",19710,"Raramente","IyD",1,3,"Salud",4,"F","Director_Investigación",4,"Soltero",17328,6,"No",19,3,29,3,2,7,12,7
"1010","No",21170,"Raramente","IyD",1,3,"Salud",4,"F","Director_Investigación",1,"Casado",19701,3,"Si",21,4,32,3,3,8,1,5
"1011","No",20075,"Raramente","IyD",1,4,"Salud",2,"M","Director_Investigación",4,"Divorciado",14732,2,"No",13,3,31,4,4,7,0,0
"1012","No",13140,"Raramente","Ventas",3,4,"Mercadeo",1,"F","Ejecutivo_Ventas",2,"Soltero",9278,3,"Si",16,3,15,3,3,4,0,1
"1013","Si",11315,"Frecuentemente","Ventas",1,4,"Ciencias",2,"F","Representante_Ventas",3,"Soltero",1359,1,"No",12,3,1,3,3,0,0,0
"1014","No",10950,"Raramente","Ventas",7,4,"Mercadeo",4,"F","Ejecutivo_Ventas",1,"Divorciado",4779,7,"No",14,3,8,3,3,2,0,2
"1015","No",11315,"Raramente","IyD",8,5,"Ciencias",1,"F","Director_Investigación",2,"Soltero",16422,3,"No",11,3,9,3,4,2,1,0
"1016","No",12410,"Frecuentemente","IyD",1,4,"Otra",4,"M","Investigador_Cientifico",1,"Divorciado",2996,5,"No",14,3,10,2,3,3,1,3
"1017","Si",11315,"Raramente","IyD",8,3,"Ciencias",1,"F","Investigador_Cientifico",2,"Soltero",1261,1,"No",12,3,1,3,4,0,0,0
"1018","No",9855,"Raramente","IyD",11,1,"Ciencias",2,"M","Tecnico_Laboratorio",1,"Casado",2099,0,"No",14,3,6,3,4,0,1,4
"1019","No",13140,"Raramente","IyD",4,4,"Ciencias",1,"M","Tecnico_Laboratorio",4,"Soltero",5810,1,"No",16,3,10,2,2,4,1,8
"1020","No",13140,"Raramente","Ventas",16,4,"Mercadeo",3,"F","Ejecutivo_Ventas",1,"Casado",5647,4,"No",13,3,11,3,2,2,0,2
"1021","No",17155,"Raramente","IyD",1,3,"Tecnicos",1,"M","Investigador_Cientifico",4,"Casado",3420,7,"No",12,3,17,2,2,5,1,2
"1022","Si",9125,"Raramente","Ventas",9,2,"Ciencias",1,"M","Representante_Ventas",1,"Casado",4400,3,"No",12,3,6,2,3,2,2,2
"1023","No",13505,"No_Viaja","IyD",5,2,"Tecnicos",3,"M","Tecnico_Laboratorio",3,"Soltero",3500,0,"No",14,3,7,2,1,5,1,3
"1024","No",20440,"Raramente","IyD",1,2,"Ciencias",1,"F","Investigador_Cientifico",1,"Casado",2066,2,"No",22,4,5,3,4,2,1,0
"1025","No",17155,"Raramente","IyD",2,4,"Salud",1,"F","Director_Investigación",3,"Casado",17169,3,"No",19,3,26,2,4,17,5,6
"1026","No",8760,"Raramente","Ventas",4,1,"Salud",4,"F","Ejecutivo_Ventas",3,"Casado",4162,1,"Si",12,3,5,3,3,4,0,3
"1027","No",11680,"Raramente","Ventas",7,5,"Mercadeo",4,"M","Ejecutivo_Ventas",4,"Casado",9204,4,"No",12,3,7,3,2,3,0,3
"1028","No",12410,"Raramente","IyD",1,3,"Ciencias",4,"F","Tecnico_Laboratorio",2,"Casado",3294,5,"No",17,3,7,2,2,4,0,2
"1029","No",14965,"Raramente","IyD",5,5,"Salud",2,"M","Investigador_Cientifico",3,"Casado",2127,2,"Si",12,3,7,5,2,2,0,3
"1030","No",14600,"No_Viaja","IyD",9,4,"Otra",3,"M","Tecnico_Laboratorio",3,"Divorciado",3975,3,"No",11,3,11,2,4,7,0,7
"1031","No",11315,"Raramente","Ventas",8,2,"Ciencias",1,"M","Ejecutivo_Ventas",4,"Divorciado",10793,1,"No",18,3,13,5,3,7,9,9
"1032","Si",16790,"Raramente","Ventas",9,3,"Mercadeo",1,"M","Ejecutivo_Ventas",4,"Divorciado",10096,4,"No",11,3,28,1,4,7,4,3
"1033","Si",14235,"No_Viaja","IyD",2,3,"Ciencias",1,"F","Tecnico_Laboratorio",1,"Soltero",3646,2,"Si",23,4,11,2,4,0,0,0
"1034","Si",11315,"Frecuentemente","IyD",1,5,"Ciencias",3,"F","Director_Manofactura",2,"Soltero",7446,1,"No",11,3,10,2,3,8,4,7
"1035","No",16425,"Raramente","IyD",20,3,"Salud",2,"M","Representante_Salud",1,"Divorciado",10851,2,"Si",18,3,24,2,3,7,0,7
"1036","No",11315,"Raramente","RH",8,2,"Salud",4,"F","Recursos_Humanos",2,"Soltero",2109,9,"No",18,3,8,3,3,2,0,2
"1037","Si",11315,"Frecuentemente","IyD",2,3,"Ciencias",2,"M","Tecnico_Laboratorio",4,"Casado",3722,6,"Si",13,3,7,2,1,2,2,2
"1038","No",16425,"Raramente","IyD",29,3,"Tecnicos",2,"M","Director_Manofactura",4,"Casado",9380,4,"Si",18,3,10,4,4,1,1,2
"1039","No",17520,"Raramente","Ventas",7,3,"Mercadeo",3,"M","Ejecutivo_Ventas",1,"Divorciado",5486,4,"No",11,3,15,3,3,2,2,2
"1040","Si",12410,"Raramente","RH",9,4,"Tecnicos",1,"F","Recursos_Humanos",3,"Casado",2742,1,"No",15,3,2,0,3,2,2,2
"1041","No",14600,"No_Viaja","IyD",8,1,"Salud",4,"M","Director_Investigación",2,"Divorciado",13757,2,"No",11,3,16,5,3,8,4,8
"1042","No",10220,"Raramente","Ventas",5,3,"Salud",4,"M","Ejecutivo_Ventas",1,"Soltero",8463,0,"No",18,3,6,4,3,4,1,3
"1043","No",16060,"No_Viaja","IyD",5,3,"Ciencias",3,"M","Tecnico_Laboratorio",3,"Soltero",3162,3,"No",14,3,7,5,3,2,0,3
"1044","No",19345,"Raramente","IyD",2,3,"Salud",4,"M","Director_Investigación",2,"Soltero",16598,4,"No",12,3,35,2,2,8,8,8
"1045","No",17885,"Raramente","IyD",5,4,"Tecnicos",1,"M","Representante_Salud",3,"Casado",6651,2,"No",14,3,20,0,2,2,1,2
"1046","No",14600,"Raramente","IyD",2,3,"Salud",3,"M","Investigador_Cientifico",3,"Divorciado",2345,2,"No",14,3,8,3,4,1,1,2
"1047","No",16060,"Raramente","IyD",20,3,"Ciencias",4,"M","Investigador_Cientifico",2,"Soltero",3420,1,"No",13,3,6,3,2,2,1,3
"1048","No",12045,"Frecuentemente","Ventas",7,3,"Salud",4,"M","Ejecutivo_Ventas",1,"Casado",4373,0,"No",14,3,5,2,3,3,0,3
"1049","No",12410,"Raramente","Ventas",3,3,"Otra",4,"M","Ejecutivo_Ventas",1,"Soltero",4759,3,"No",18,3,15,2,3,9,3,12
"1050","No",10950,"Raramente","Ventas",16,1,"Ciencias",4,"M","Ejecutivo_Ventas",3,"Casado",5301,8,"No",15,3,4,2,2,1,2,2
"1051","No",15330,"Frecuentemente","IyD",9,2,"Salud",1,"F","Tecnico_Laboratorio",4,"Soltero",3673,1,"No",13,3,12,3,3,9,5,8
"1052","No",16060,"Frecuentemente","Ventas",1,5,"Mercadeo",1,"F","Ejecutivo_Ventas",3,"Casado",4768,7,"No",12,3,11,4,2,0,0,0
"1053","No",10950,"No_Viaja","IyD",7,3,"Tecnicos",3,"M","Investigador_Cientifico",3,"Divorciado",1274,1,"No",13,3,1,2,2,0,0,0
"1054","No",20805,"Raramente","IyD",1,2,"Ciencias",2,"M","Investigador_Cientifico",3,"Casado",4900,0,"No",24,4,13,2,2,9,2,8
"1055","No",17885,"Raramente","IyD",7,4,"Ciencias",3,"M","Representante_Salud",2,"Divorciado",10466,3,"No",14,3,29,3,3,7,0,7
"1056","No",12410,"Frecuentemente","IyD",15,3,"Salud",2,"M","Director_Investigación",1,"Divorciado",17007,7,"No",14,3,16,3,2,8,6,9
"1057","Si",10220,"Frecuentemente","Ventas",1,3,"Tecnicos",1,"M","Representante_Ventas",3,"Casado",2909,3,"No",15,3,5,3,4,2,1,2
"1058","Si",10585,"Frecuentemente","Ventas",13,3,"Tecnicos",1,"F","Ejecutivo_Ventas",2,"Soltero",5765,5,"No",11,3,7,4,1,3,0,0
"1059","Si",12410,"Raramente","Ventas",24,4,"Salud",1,"F","Ejecutivo_Ventas",2,"Soltero",4599,0,"Si",23,4,16,2,4,9,10,10
